No,Kode Saham,Nama Perusahaan,Remarks,Sebelumnya,Open Price,Tanggal Perdagangan Terakhir,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
561,MIKA,Mitra Keluarga Karyasehat Tbk.,XDU-1M35MN3000F121------------,2970,0,24 Jun 2024,0,3020,2930,2950,-20,10614500,31615379000,1269,173.7,2960,5100,2950,2100,14246349500,14246349500,4858005180,3103400,4208700,0,0,0
562,MINA,Sanurhasta Mitra Tbk.,--U-4130000000E512-----------X,17,0,24 Jun 2024,0,18,18,18,1,1700,30600,4,85.7,0,0,18,1200,6562500000,6562500000,2609250000,0,0,0,0,0
563,MIRA,Mitra International Resources Tbk.,--U-4130000000K211-----------X,5,0,24 Jun 2024,0,5,5,5,0,7200,36000,5,2.2,5,1832800,4,6362200,3961452039,3961452039,1847225086,0,0,0,0,0
564,MITI,Mitra Investindo Tbk.,--M-2130000000K211------------,146,0,24 Jun 2024,0,147,142,147,1,25600,3716900,21,10,147,27100,145,7800,3540735503,3540735503,484726690,100,0,0,0,0
565,MKAP,Multikarya Asia Pasifik Raya Tbk.,--U-2130000000A132------------,310,0,24 Jun 2024,0,312,270,272,-38,12644700,3662567000,2057,236.5,276,765600,272,64200,3250000000,648270000,520000000,4280000,691300,0,0,0
566,MKNT,Mitra Komunikasi Nusantara Tbk.,--U-4100000000E711-E-L-------X,2,0,24 Jun 2024,0,2,1,2,0,7575100,9687300,11273,5,2,26499100,1,106571800,5500000000,5500000000,3636050000,0,0,0,0,0
567,MKPI,Metropolitan Kentjana Tbk.,--U-2135000000H111------------,27025,0,24 Jun 2024,0,27025,26900,27025,0,21600,582305000,40,1286.9,27025,7900,26000,1000,948194000,948194000,92828193,500,20800,340000,10836000000,2
568,MKTR,Menthobi Karyatama Raya Tbk.,--U-1135000000D232------------,122,0,24 Jun 2024,0,122,118,121,-1,1420100,169841800,138,100.8,121,180500,119,20000,12000124703,12000124703,2180422477,17000,0,371800,44616000,1
569,MLBI,Multi Bintang Indonesia Tbk.,CDU-1105000000D211------------,6100,0,24 Jun 2024,0,6275,6125,6250,150,508800,3168975000,393,39808.9,6250,26900,6225,6300,2107000000,2107000000,199532900,52300,44200,0,0,0
570,MLIA,Mulia Industrindo Tbk,XDU-1135000000C121------------,364,0,24 Jun 2024,0,370,360,366,2,4728500,1725060000,231,305.1,368,189200,364,97000,6615000000,6615000000,2106877500,449600,869600,0,0,0
571,MLPL,Multipolar Tbk.,--U-1135000000D113------------,51,0,24 Jun 2024,0,52,50,50,-1,72397500,3657817700,403,5.7,50,1589900,0,0,15682323987,15682323987,6440730461,16338800,541100,0,0,0
572,MLPT,Multipolar Technology Tbk.,--U-2135000000I121------------,1230,0,24 Jun 2024,0,1260,1230,1235,5,7800,9628500,10,257.3,1250,5900,1230,3100,1875000000,1875000000,244687500,0,0,0,0,0
573,MMIX,Multi Medika Internasional Tbk.,--U-2130000000F112------------,53,0,24 Jun 2024,0,66,52,53,0,800000,42333000,151,27.9,53,47900,52,410400,2400093465,2389566065,528020211,0,0,0,0,0
574,MMLP,Mega Manunggal Property Tbk.,--S-1135000000H111------------,324,0,24 Jun 2024,0,328,324,326,2,100400,32682000,37,55.7,326,160500,324,216500,6889134608,6889134608,2072940604,0,33600,0,0,0
575,MNCN,Media Nusantara Citra Tbk.,--S-187CMK0000E612------------,316,0,24 Jun 2024,0,324,312,318,2,13249500,4228023600,1279,35.3,318,468900,316,411700,15049787710,15049787710,8778541171,4538700,5275300,0,0,0
576,MOLI,Madusari Murni Indah Tbk.,XDM-2100000000B111------------,274,0,24 Jun 2024,0,274,272,274,0,6200,1691000,16,55,274,14500,272,100,2724036581,2724036581,365838113,0,0,0,0,0
577,MORA,Mora Telematika Indonesia Tbk.,--U-1135000000J311------------,440,0,24 Jun 2024,0,452,446,452,12,94700,42615600,19,114.1,452,26600,450,218100,23646668691,23646668691,2525464216,0,94100,0,0,0
578,MPIX,Mitra Pedagang Indonesia Tbk.,--U-2130000000I111------------,53,0,24 Jun 2024,0,56,53,54,1,4521500,249029600,183,20.1,55,61520800,54,62900,1562500000,312500000,181250000,100,0,0,0,0
579,MPMX,Mitra Pinasthika Mustika Tbk.,XDS-1875FHG000E745------------,945,0,24 Jun 2024,0,965,945,955,10,2281400,2187385500,1244,63.7,960,78700,955,94000,4462963276,4462963276,1471885288,691200,1129200,0,0,0
580,MPOW,Megapower Makmur Tbk.,--U-2130000000J411------------,50,0,24 Jun 2024,0,50,50,50,0,100,5000,1,25,50,947000,0,0,816997053,816997053,217402916,0,0,0,0,0
581,MPPA,Matahari Putra Prima Tbk.,--U-1130000000D113------------,50,0,24 Jun 2024,0,50,50,50,0,81200,4060000,11,21,50,32196400,0,0,12966640084,12966640084,4740603615,0,0,0,0,0
582,MPRO,Maha Properti Indonesia Tbk.,--U-2135000000H111------------,1240,0,24 Jun 2024,0,1250,1210,1250,10,5000,6135000,19,1136.4,1295,500,1250,100,9942500000,9942500000,1914925500,0,0,0,0,0
583,MPXL,MPX Logistics International Tbk.,--U-2130000000K211------------,107,0,24 Jun 2024,0,109,106,107,0,1909200,204308000,600,99.1,107,16900,106,86400,2000014587,2000014587,400001161,2700,66000,0,0,0
584,MRAT,Mustika Ratu Tbk.,--U-2100000000D421---L--------,400,0,24 Jun 2024,0,406,386,388,-12,1723000,687922600,748,59.7,392,500,388,10900,428000000,428000000,97798000,82400,0,0,0,0
585,MREI,Maskapai Reasuransi Indonesia Tbk.,--U-2100000000G414------------,1000,0,24 Jun 2024,0,1000,970,970,-30,1500,1497000,7,88,1000,48900,970,1300,517791681,517791681,303218808,0,0,0,0,0
586,MSIE,Multisarana Intan Eduka Tbk.,--U-3000000000H111------------,16,0,24 Jun 2024,0,17,16,17,1,1565500,26501600,58,17,0,0,17,781900,1460006399,360006399,0,0,0,0,0,0
587,MSIN,MNC Digital Entertainment Tbk.,--U-1105000000E621------------,2670,0,24 Jun 2024,0,2950,2510,2950,280,281300,793708000,85,1180,2950,6700,2700,10000,12135235641,12135235641,2027797876,155800,252100,10097700,21006483000,5
588,MSJA,Multi Spunindo Jaya Tbk.,CDU-1130000000D421------------,286,0,24 Jun 2024,0,302,276,296,10,24664400,7049873000,591,98.7,298,7000,296,1900,5882352900,2752352900,882352935,1425300,971500,0,0,0
589,MSKY,MNC Sky Vision Tbk.,--U-2130000000E613------------,50,0,24 Jun 2024,0,50,50,50,0,134100,6705000,22,3.3,50,5717500,0,0,1994370480,1994370480,538878904,0,0,0,0,0
590,MSTI,Mastersystem Infotama Tbk.,XDM-1130000000I211------------,1500,0,24 Jun 2024,0,1500,1465,1465,-35,208600,308740000,290,108.1,1480,700,1465,11900,3138823600,3138823600,470823540,137900,0,0,0,0
591,MTDL,Metrodata Electronics Tbk.,XDS-1135000000I221------------,560,0,24 Jun 2024,0,565,545,565,5,3186900,1786988500,350,5079.1,570,155600,565,1145700,12276884585,12276884585,4366887847,734500,19600,58000,28420000,1
592,MTEL,Dayamitra Telekomunikasi Tbk.,XDMO1H32R5H000J321------------,640,640,24 Jun 2024,640,650,635,645,5,51628100,33182285000,5773,80.6,645,2454500,640,291300,83552719544,83552719544,12984092617,27740200,15739900,0,0,0
593,MTFN,Capitalinc Investment Tbk.,--U-4105000000A112-E-L-------X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,1.3,0,0,0,0,31842082852,31842082852,17487671902,0,0,0,0,0
594,MTLA,Metropolitan Land Tbk.,CDU-1135000000H111------------,390,0,24 Jun 2024,0,402,380,390,0,55700,21834000,63,164,392,1900,386,15300,7655126330,7655126330,2378447751,4600,7200,0,0,0
595,MTMH,Murni Sadar Tbk.,--M-1835000000F121------------,1135,0,24 Jun 2024,0,1140,1125,1140,5,6401400,7234690000,788,89.1,1140,119200,1135,4000,2068526950,2068526950,266839977,28500,172400,0,0,0
596,MTPS,Meta Epsi Tbk.,--U-4100000000J211-----------X,7,0,24 Jun 2024,0,0,0,7,0,0,0,0,2.2,0,0,8,100,2084850829,2084850829,627123129,0,0,0,0,0
597,MTRA,Mitra Pemuda Tbk.,--U-4100000000J211-EDL---Y---X,244,0,24 Jun 2024,0,0,0,244,0,0,0,0,131.9,0,0,0,0,770000000,770000000,170016000,0,0,0,0,0
598,MTSM,Metro Realty Tbk.,--U-4130000000H111-----------X,63,0,24 Jun 2024,0,64,63,64,1,1500,95300,3,16.4,66,100,64,4500,232848000,232848000,14599570,0,0,0,0,0
599,MTWI,Malacca Trust Wuwungan Insurance Tbk.,--U-2100000000G412------------,138,0,24 Jun 2024,0,145,135,139,1,2102100,291542200,341,143,138,103000,137,300,2924486639,2924486639,219336498,0,159900,0,0,0
600,MUTU,Mutuagung Lestari Tbk.,--U-2130000000C232------------,77,0,24 Jun 2024,0,80,70,79,2,886000,69292600,66,73.1,79,397900,78,167800,3142873477,942873477,942858779,0,0,0,0,0
601,MYOH,Samindo Resources Tbk.,--U-1135000000A132------------,1740,0,24 Jun 2024,0,1750,1745,1750,10,12100,21165000,16,208.4,1750,40000,1745,500,2206312500,2206312500,689472656,10000,0,0,0,0
602,MYOR,Mayora Indah Tbk.,CDM-1M7NF30000D222------------,2380,0,24 Jun 2024,0,2430,2350,2390,10,6270400,15081816000,1920,11956,2400,5500,2390,2100,22358699725,22358699725,3463362587,1499100,2325200,2500000,6015000000,1
603,MYRX,Hanson International Tbk.,--U-4105000000H111B--L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,34.1,0,0,0,0,86703220792,86703220792,57648971505,0,0,0,0,0
604,MYRXP,Saham Seri B Hanson International Tbk.,--U-4100000000H111B--L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,40,0,0,0,0,1120995000,1120995000,650961797,0,0,0,0,0
605,MYTX,Asia Pacific Investama Tbk.,--U-4100000000E413-E---------X,51,0,24 Jun 2024,0,0,0,51,0,0,0,0,7.7,46,40000,0,0,7747281949,7747281949,437721430,0,0,0,0,0
606,NANO,Nanotech Indonesia Global Tbk.,--U-3000000000D421------------,14,0,24 Jun 2024,0,14,13,14,0,1635700,22474600,84,14,14,4957100,13,2247500,4285216546,4285216546,0,0,0,0,0,0
607,NASA,Andalan Perkasa Abadi Tbk.,--U-4130000000H111-----------X,9,0,24 Jun 2024,0,9,8,9,0,6125300,49018900,20,8.7,9,912700,8,837600,11004929322,11004929322,6304724009,0,0,0,0,0
608,NASI,Wahana Inti Makmur Tbk.,--U-2130000000D222------------,206,0,24 Jun 2024,0,0,0,206,0,0,0,0,132.9,0,0,0,0,807400000,807400000,238990400,0,0,0,0,0
609,NATO,Surya Permata Andalan Tbk.,--U-2105000000E512------------,145,0,24 Jun 2024,0,145,144,145,0,21700,3144200,11,140.8,145,64500,144,32500,8001111504,8001111504,4423814551,0,0,0,0,0
610,NAYZ,Hassana Boga Sejahtera Tbk.,XDU-3000000000D222------------,21,0,24 Jun 2024,0,21,19,21,0,263300,5271500,30,21,21,2771500,20,103200,2550011472,2550011472,0,0,0,0,0,0
611,NCKL,Trimegah Bangun Persada Tbk.,--M-1100500000B146------------,1025,0,24 Jun 2024,0,1020,995,1015,-10,30824300,31028870500,2729,81.2,1015,2972000,1000,113000,63098600000,63098600000,7994592620,81800,1291000,0,0,0
612,NELY,Pelayaran Nelly Dwi Putri Tbk.,--M-2135000000K211------------,436,0,24 Jun 2024,0,454,438,452,16,584700,260866200,212,269,452,200,448,1600,2350000000,2350000000,224190000,0,0,0,0,0
613,NETV,Net Visi Media Tbk.,--U-4105000000E612-E---------X,101,0,24 Jun 2024,0,98,93,93,-8,2198700,205328300,39,47.4,94,88900,93,65400,23453177240,23453177240,2851906352,0,0,0,0,0
614,NFCX,NFC Indonesia Tbk.,--U-2135000000I111------------,1185,0,24 Jun 2024,0,1190,1045,1055,-130,307800,332013000,339,57,1050,204100,1045,400,666667500,666667500,215400269,33300,40400,0,0,0
615,NICE,Adhi Kartiko Pratama Tbk.,--U-2130000000B146------------,710,0,24 Jun 2024,0,710,665,675,-35,8002800,5418470000,1207,154.1,680,89600,675,585200,6082020000,6082020000,1216404000,1980500,907800,0,0,0
616,NICK,Charnic Capital Tbk.,--U-2100000000G512------------,292,0,24 Jun 2024,0,300,282,294,2,5700,1660400,21,147,292,100,284,2500,651150000,651150000,117793035,0,200,0,0,0
617,NICL,PAM Mineral Tbk.,XDU-2135000000B146------------,250,0,24 Jun 2024,0,230,200,204,-46,56464800,11668457600,6260,204,206,140600,204,303700,10635644907,10635644907,2972662752,4753000,2903000,0,0,0
618,NIKL,Pelat Timah Nusantara Tbk.,--U-2130000000B146------------,254,0,24 Jun 2024,0,272,250,252,-2,65800,16659200,88,77.5,252,30000,250,61300,2523350000,2523350000,368156765,100,0,0,0,0
619,NINE,Techno9 Indonesia Tbk.,--U-3000000000I221------------,6,0,24 Jun 2024,0,7,5,6,0,1495500,9102400,89,8,6,215900,5,6978400,2157000000,2157000000,0,0,0,0,0,0
620,NIPS,Nipress Tbk.,--U-4100000000E111B--L---Y---X,282,0,24 Jun 2024,0,0,0,282,0,0,0,0,205.2,0,0,0,0,1635333332,1635333332,618319533,0,0,0,0,0
621,NIRO,City Retail Developments Tbk.,--U-2105000000H111---L--------,140,0,24 Jun 2024,0,140,139,140,0,5800,806400,6,133.3,140,199800,139,166200,22198871804,22198871804,5549717951,5500,0,6500000,910000000,2
622,NISP,Bank OCBC NISP Tbk.,--M-1855501000G111------------,1240,0,24 Jun 2024,0,1245,1225,1225,-15,2927000,3603547000,1010,1484.4,1230,300,1225,446300,22715776032,22715776032,3148406558,1106700,204000,0,0,0
623,NOBU,Bank Nationalnobu Tbk.,--M-2105000000G111------------,635,0,24 Jun 2024,0,655,605,620,-15,239700,151678000,74,178.6,625,99500,620,12700,7403659460,7403659460,852901570,136500,0,0,0,0
624,NPGF,Nusa Palapa Gemilang Tbk.,--U-4130000000B112-----------X,15,0,24 Jun 2024,0,15,14,15,0,2768800,40323000,58,15,16,18900,15,840400,3240235840,3240235840,648047168,0,0,0,0,0
625,NRCA,Nusa Raya Cipta Tbk.,--U-2130000000J211------------,328,0,24 Jun 2024,0,330,326,330,2,439200,144424600,93,38.8,330,32600,328,1100,2496258344,2496258344,265851514,4900,0,0,0,0
626,NSSS,Nusantara Sawit Sejahtera Tbk.,--U-2105000000D232------------,185,0,24 Jun 2024,0,188,182,184,-1,7321100,1352777200,106,144.9,184,44400,182,92800,23801332274,23801332274,9087351706,6958100,57500,1113000000,200974000000,3
627,NTBK,Nusatama Berkah Tbk.,XDU-2130000000C141------------,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,50,50,25359800,0,0,2700064877,2700064877,747647964,0,0,0,0,0
628,NUSA,Sinergi Megah Internusa Tbk.,--U-4100000000E512---L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,33.3,0,0,0,0,7700000148,7700000148,4383610084,0,0,0,0,0
629,NZIA,Nusantara Almazia Tbk.,--U-2130000000H111------------,50,0,24 Jun 2024,0,50,50,50,0,2600,130000,5,22.7,50,1515600,0,0,2197540705,2197540705,461263794,0,0,0,0,0
630,OASA,Maharaksa Biru Energi Tbk.,--D-2100000000J321------------,119,0,24 Jun 2024,0,0,0,119,0,0,0,0,320.2,0,0,0,0,6347220000,6347220000,2487475518,0,0,0,0,0
631,OBMD,OBM Drilchem Tbk.,--M-2130000000B113------------,262,0,24 Jun 2024,0,280,258,258,-4,6924700,1837140600,404,143.3,258,197400,256,249300,805992931,805992931,145884721,56900,0,0,0,0
632,OCAP,Onix Capital Tbk.,--U-4100000000G511-ED-S------X,159,0,24 Jun 2024,0,0,0,159,0,0,0,0,79.5,0,0,0,0,273200000,273200000,32784000,0,0,0,0,0
633,OILS,Indo Oil Perkasa Tbk.,--U-2130000000D232------------,70,0,24 Jun 2024,0,79,63,77,7,1490600,113465400,294,28.5,78,80900,77,29600,454056563,454056563,132720733,100000,200000,0,0,0
634,OKAS,Ancora Indonesia Resources Tbk.,--U-2130000000B111------------,84,0,24 Jun 2024,0,86,76,86,2,796300,65995900,120,215.2,86,68100,85,800000,2373449165,2373449165,501747153,0,0,0,0,0
635,OLIV,Oscar Mitra Sukses Sejahtera Tbk.,--U-3000000000E211------------,5,0,24 Jun 2024,0,5,4,5,0,418700,2066600,46,5,5,4911700,4,10774400,1900073314,1900073314,0,0,0,0,0,0
636,OMED,Jayamas Medica Industri Tbk.,XDM-1135000000F112------------,199,0,24 Jun 2024,0,199,196,197,-2,791200,156160300,74,96.6,198,163300,197,33300,27058850000,27058850000,3598827050,202800,0,0,0,0
637,OMRE,Indonesia Prima Property Tbk,--U-4135000000H111-----------X,432,0,24 Jun 2024,0,0,0,432,0,0,0,0,27.7,432,900,0,0,2945211000,2945211000,503925602,0,0,0,0,0
638,OPMS,Optima Prima Metal Sinergi Tbk.,--U-2130000000B144------------,61,0,24 Jun 2024,0,62,60,61,0,246900,14935000,19,45.2,61,11400,60,156500,1000000000,1000000000,201600000,0,0,0,0,0
639,PACK,Solusi Kemasan Digital Tbk.,--U-3000000000B131------------,34,0,24 Jun 2024,0,34,33,34,0,139000,4716000,12,21,35,22200,34,2500,1537550971,1537550971,0,0,0,0,0,0
640,PADA,Personel Alih Daya Tbk.,--U-4130000000C231-----------X,15,0,24 Jun 2024,0,14,14,14,-1,408300,5716200,54,14,14,29796900,0,0,3150000000,3150000000,899955000,0,0,0,0,0
641,PADI,Minna Padi Investama Sekuritas Tbk.,--U-4100000000G312-----------X,6,0,24 Jun 2024,0,5,5,5,-1,6050500,30252500,44,9.9,5,14017600,0,0,11307246524,11307246524,11269932610,0,0,0,0,0
642,PALM,Provident Investasi Bersama Tbk.,--U-2135000000G512------------,398,0,24 Jun 2024,0,416,398,406,8,866600,354004000,126,115.1,406,63500,400,5000,15773797158,15773797158,662117253,0,447000,0,0,0
643,PAMG,Bima Sakti Pertiwi Tbk.,--U-2130000000H111------------,65,0,24 Jun 2024,0,83,63,74,9,1368509200,102834993100,90467,74,74,619200,73,4297600,3125000000,625000000,892500000,114339500,115882800,0,0,0
644,PANI,Pantai Indah Kapuk Dua Tbk.,--U-2130F00000D222------------,4870,0,24 Jun 2024,0,4980,4870,4950,80,2913000,14382031000,2252,64545.6,4950,78900,4940,13900,15627150000,15627150000,2126855115,517900,149800,0,0,0
645,PANR,Panorama Sentrawisata Tbk.,--U-1130000000E513------------,388,0,24 Jun 2024,0,388,384,388,0,147300,56813200,12,243.5,388,90600,384,73700,1387500000,1387500000,494643750,100,0,0,0,0
646,PANS,Panin Sekuritas Tbk.,--U-1105000000G312------------,1720,0,24 Jun 2024,0,1800,1725,1770,50,893300,1572031500,819,1287.3,1770,123800,1765,100,720000000,720000000,286272000,16900,8200,0,0,0
647,PBID,Panca Budi Idaman Tbk.,--U-1135000000B131------------,442,0,24 Jun 2024,0,446,432,442,0,1489800,657152800,484,207.7,444,18600,442,12700,7500000000,7500000000,1040250000,539200,220200,0,0,0
648,PBRX,Pan Brothers Tbk.,--U-4105000000E411M----------X,16,0,24 Jun 2024,0,17,16,17,1,3138500,51014900,86,43.7,17,7655400,16,3952700,21482028246,21482028246,10884943712,0,1346700,0,0,0
649,PBSA,Paramita Bangun Sarana Tbk.,CDU-2130000000J211------------,288,0,24 Jun 2024,0,290,284,290,2,694900,199873200,366,48.2,290,53000,288,7100,3000000000,3000000000,226800000,1100,0,0,0,0
650,PCAR,Prima Cakrawala Abadi Tbk.,--U-2130000000D112------------,50,0,24 Jun 2024,0,50,50,50,0,100,5000,1,33.3,50,32499200,0,0,1166666700,1166646700,815033357,0,0,0,0,0
651,PDES,Destinasi Tirta Nusantara Tbk,--U-2100000000E513------------,204,0,24 Jun 2024,0,204,202,204,0,66200,13385800,28,102,204,23500,202,20900,715000000,715000000,190118500,0,0,0,0,0
652,PDPP,Primadaya Plastisindo Tbk.,CDM-2135000000B131------------,610,0,24 Jun 2024,0,620,600,610,0,6242700,3811818000,728,374.7,610,34000,605,326800,3061341438,3061341438,459201216,591900,1060200,0,0,0
653,PEGE,Panca Global Kapital Tbk.,--U-2100000000G511------------,68,0,24 Jun 2024,0,70,67,69,1,782500,54167500,100,149.1,69,651900,68,40300,2833417056,2833417056,644319039,0,64400,0,0,0
654,PEHA,Phapros Tbk.,--U-2130000000F211------------,332,0,24 Jun 2024,0,336,322,326,-6,111400,36322600,61,27.2,328,900,326,7300,840000000,840000000,252924000,47000,14300,0,0,0
655,PEVE,Penta Valent Tbk.,--U-2130000000F211------------,268,0,24 Jun 2024,0,272,254,260,-8,4582600,1201872400,757,174.5,260,99000,258,57300,1765625000,1765299500,323109375,48800,59300,0,0,0
656,PGAS,Perusahaan Gas Negara Tbk.,XDSO1XDLV9D000A112------------,1505,1505,24 Jun 2024,1510,1540,1495,1530,25,53635200,81855895500,8148,510,1530,65600,1525,160400,24241508196,24241508196,10433545128,19913700,25705800,13,19890,1
657,PGEO,Pertamina Geothermal Energy Tbk.,XDMO1SD2RFH000J411------------,1155,1155,24 Jun 2024,1155,1175,1140,1150,-5,11686900,13460074500,2570,131.4,1155,8400,1150,132800,41495007591,41495007591,4227033215,3347800,5520900,0,0,0
658,PGJO,Tourindo Guide Indonesia Tbk.,--U-3000000000I111------------,87,0,24 Jun 2024,0,89,87,89,2,1477300,130828200,127,154.2,89,3700,88,7400,772459095,772459095,0,0,0,0,0,0
659,PGLI,Pembangunan Graha Lestari Indah Tbk.,--U-2130000000E515------------,115,0,24 Jun 2024,0,117,109,115,0,900,103700,6,153.3,115,4300,111,500,488000000,488000000,115216800,0,0,0,0,0
660,PGUN,Pradiksi Gunatama Tbk.,--U-4135000000D232-----------X,314,0,24 Jun 2024,0,0,0,314,0,0,0,0,273,312,200,308,200,5737848882,5737848882,372386392,0,0,0,0,0
661,PICO,Pelangi Indah Canindo Tbk,--U-2100000000B131------------,82,0,24 Jun 2024,0,86,81,84,2,2221700,185038100,121,12.9,85,19000,84,2378200,568375000,568375000,172729163,0,0,0,0,0
662,PIPA,Multi Makmur Lemindo Tbk.,--U-4130000000C121-----------X,15,0,24 Jun 2024,0,14,14,14,-1,124400,1741600,17,13.3,14,22358900,0,0,3425026885,3425026885,925095842,0,0,0,0,0
663,PJAA,Pembangunan Jaya Ancol Tbk.,--U-2135000000E514------------,640,0,24 Jun 2024,0,650,640,640,0,113300,73106500,48,124.9,645,5800,640,40800,1599999996,1599999996,160000000,8800,10000,0,0,0
664,PKPK,Perdana Karya Perkasa Tbk,--U-2130000000A132------------,346,0,24 Jun 2024,0,346,328,344,-2,416900,143125200,25,86,344,265400,342,6900,1200000000,1200000000,300000000,13100,39400,0,0,0
665,PLAN,Planet Properindo Jaya Tbk.,--U-3000000000E512------------,19,0,24 Jun 2024,0,19,18,19,0,600,11300,3,17,19,261300,18,113500,896709596,896709596,0,0,0,0,0,0
666,PLAS,Polaris Investama Tbk,--U-4100000000G511---L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,11.8,0,0,0,0,1184200000,1184200000,996741140,0,0,0,0,0
667,PLIN,Plaza Indonesia Realty Tbk.,--U-4135000000H111-----------X,2600,0,24 Jun 2024,0,2600,2600,2600,0,1100,2860000,3,1078.9,2600,200,2560,1000,3550000000,3550000000,85555000,500,0,0,0,0
668,PMJS,Putra Mandiri Jembar Tbk.,--U-2135000000E745------------,130,0,24 Jun 2024,0,130,125,129,-1,4300,553900,19,103.2,129,29000,126,1300,13755600000,13755600000,1231126200,0,0,0,0,0
669,PMMP,Panca Mitra Multiperdana Tbk.,--S-2100000000D222------------,185,0,24 Jun 2024,0,190,176,185,0,1984600,368324900,483,55.1,187,46800,185,718100,2588300000,2588300000,588320590,0,508500,0,0,0
670,PNBN,Bank Pan Indonesia Tbk,--M-115F00J000G111------------,1165,0,24 Jun 2024,0,1180,1145,1150,-15,859600,998733000,161,1914.8,1155,20000,1150,23800,23837645998,23837645998,3487447610,239600,37900,0,0,0
671,PNBS,Bank Panin Dubai Syariah Tbk.,--U-2135000000G111------------,50,0,24 Jun 2024,0,50,50,50,0,1087800,54390000,28,50,50,35809900,0,0,38425504906,38425504906,2920338373,0,0,0,0,0
672,PNGO,Pinago Utama Tbk.,XDU-2135000000B153------------,1410,0,24 Jun 2024,0,1465,1410,1420,10,2900,4140500,25,568,1455,500,1420,7400,781250000,781250000,194375000,0,0,0,0,0
673,PNIN,Paninvest Tbk.,--U-1105000000G412------------,855,0,24 Jun 2024,0,860,850,850,-5,455500,389198000,135,903.9,860,21900,850,51800,4068323920,4068323920,1318136950,240100,14400,47,40420,1
674,PNLF,Panin Financial Tbk.,--S-1805560000G413------------,312,0,24 Jun 2024,0,320,306,312,0,59112600,18459391400,3237,337.2,314,822200,312,2312400,32022073293,32022073293,10250265661,15795900,10955800,25000000,7750000000,1
675,PNSE,Pudjiadi & Sons Tbk.,CDU-4130000000E512-----------X,450,0,24 Jun 2024,0,0,0,450,0,0,0,0,224.8,0,0,0,0,797813496,797813496,62947485,0,0,0,0,0
676,POLA,Pool Advista Finance Tbk.,--U-4100000000G211-----------X,9,0,24 Jun 2024,0,9,8,8,-1,1603700,12933300,23,5.9,9,530000,8,627500,3351075600,3351075600,536507204,0,0,0,0,0
677,POLI,Pollux Hotels Group Tbk.,--U-2135000000H111------------,690,0,24 Jun 2024,0,690,690,690,0,200,138000,1,42.2,690,22000,600,3500,2010526400,2010526400,160842112,0,0,0,0,0
678,POLL,Pollux Properties Indonesia Tbk.,--U-2105000000H111---L--------,120,0,24 Jun 2024,0,125,114,116,-4,45400,5216100,26,18.9,122,17600,116,200,8318823600,8318823600,761172359,0,0,0,0,0
679,POLU,Golden Flower Tbk.,--U-2100000000E411---L--------,362,0,24 Jun 2024,0,440,366,388,26,49100,19669400,57,134.7,388,4800,382,200,750000000,220500000,1500000,14400,6400,0,0,0
680,POLY,Asia Pacific Fibers Tbk,--U-4100000000E413-E---------X,16,0,24 Jun 2024,0,0,0,16,0,0,0,0,0.1,16,510600,0,0,2495753334,2495753334,852798914,0,0,0,0,0
681,POOL,Pool Advista Indonesia Tbk.,--U-4100000000G511---L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,31.7,0,0,0,0,2341366264,2341366264,1519312569,0,0,0,0,0
682,PORT,Nusantara Pelabuhan Handal Tbk.,--U-2135000000J113------------,635,0,24 Jun 2024,0,720,655,695,60,19200,13468000,31,129.9,695,400,680,4900,2813941985,2813941985,576858107,1200,0,0,0,0
683,POSA,Bliss Properti Indonesia Tbk.,--U-4100000000H111-E---------X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,33.3,0,0,0,0,8388870206,8388870206,1702101765,0,0,0,0,0
684,POWR,Cikarang Listrindo Tbk.,XDM-1135006000J411------------,615,0,24 Jun 2024,0,620,610,620,5,1682300,1037482000,467,41.3,620,659500,615,912900,16087156000,16087156000,2104200005,435700,157000,0,0,0
685,PPGL,Prima Globalindo Logistik Tbk.,XDU-3000000000K211------------,92,0,24 Jun 2024,0,95,89,91,-1,289900,26408700,105,82.7,91,12300,89,50400,771178020,771178020,0,0,0,0,0,0
686,PPRE,PP Presisi Tbk.,--U-2130000000J211------------,50,0,24 Jun 2024,0,50,50,50,0,297200,14860000,23,11.6,50,1112500,0,0,10224271000,10224271000,2243205057,0,200,0,0,0
687,PPRI,Paperocks Indonesia Tbk.,--U-2130000000B131------------,167,0,24 Jun 2024,0,168,162,165,-2,34063200,5611285200,1792,117.9,165,153600,164,1343400,1075004916,275004916,274985474,912200,718700,0,0,0
